Name,Location,Year,Car_Age,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(kmpl),Engine(CC),Power(bhp),Seats,Price
Nissan Terrano XL Plus 85 PS,Jaipur,2014,10,60000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,6.0
Hyundai Grand i10 CRDi Sportz,Delhi,2014,10,65000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.99
Hyundai Santro Xing XL eRLX Euro III,Ahmedabad,2008,16,51000,Petrol,Manual,First,17.0,1086.0,null,5.0,1.75
Toyota Fortuner 4x2 AT,Delhi,2015,9,92000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,19.75
Toyota Innova Crysta 2.4 VX MT,Kolkata,2017,7,31000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,16.95
Maruti Baleno Zeta 1.2,Chennai,2017,7,43917,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.8
Hyundai Santro Xing XL eRLX Euro III,Kolkata,2007,17,46707,Petrol,Manual,First,17.0,1086.0,null,5.0,0.99
Hyundai i10 Sportz 1.1L,Pune,2013,11,84000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.95
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,9,55662,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,42.83
Volvo S60 D4 Momentum,Hyderabad,2014,10,51000,Diesel,Automatic,First,27.03,1969.0,190.0,5.0,21.5
Honda City i VTEC V,Jaipur,2015,9,24398,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.9
Maruti Alto K10 2010-2014 VXI,Hyderabad,2011,13,78000,Petrol,Manual,Second,20.92,998.0,67.1,5.0,2.3
Honda Brio 1.2 S Option MT,Delhi,2012,12,40315,Petrol,Manual,First,18.5,1198.0,86.8,5.0,2.75
Mahindra Scorpio VLX 2WD AIRBAG BSIV,Jaipur,2011,13,83000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,6.71
Renault Duster 110PS Diesel RxL AMT,Kochi,2017,7,58151,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,9.6
Hyundai Creta 1.6 CRDi SX,Kochi,2017,7,30519,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.81
Tata Tiago 1.2 Revotron XZ,Coimbatore,2019,5,20712,Petrol,Manual,First,23.84,1199.0,84.0,5.0,6.94
Mahindra XUV500 W6 2WD,Mumbai,2015,9,48000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,9.45
Volkswagen Vento 1.5 TDI Highline,Hyderabad,2015,9,85000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,6.0
Mercedes-Benz B Class B180,Delhi,2013,11,32000,Petrol,Automatic,First,14.8,1595.0,120.7,5.0,11.0
Maruti SX4 Vxi BSIV,Delhi,2011,13,52000,Petrol,Manual,First,15.5,1586.0,103.3,5.0,2.6
Hyundai Getz GLE,Hyderabad,2007,17,58307,Petrol,Manual,First,15.3,1341.0,83.0,5.0,1.95
BMW 6 Series Gran Coupe,Mumbai,2013,11,30000,Diesel,Automatic,First,17.54,2993.0,313.0,4.0,45.0
Audi A4 2.0 TDI 177 Bhp Premium Plus,Chennai,2014,10,40000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,22.0
Hyundai i20 Asta Option 1.2,Kolkata,2015,9,36000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,4.9
Nissan Terrano XL D Option,Kochi,2015,9,58817,Diesel,Manual,First,19.87,1461.0,83.14,5.0,6.25
Volkswagen Vento Konekt Diesel Highline,Chennai,2013,11,55000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,6.1
Hyundai i10 Sportz,Mumbai,2011,13,39000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.6
Lamborghini Gallardo Coupe,Delhi,2011,13,6500,Petrol,Automatic,Third,6.4,5204.0,560.0,2.0,120.0
Jaguar XF 3.0 Litre S Premium Luxury,Hyderabad,2012,12,35000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,29.0
Maruti Swift Dzire VXi,Pune,2010,14,49900,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,3.3
Tata Indica Vista Quadrajet VX,Hyderabad,2013,11,99500,Diesel,Manual,Second,22.3,1248.0,74.0,5.0,3.05
Hyundai i20 Asta 1.4 CRDi,Kolkata,2012,12,33249,Diesel,Manual,First,21.27,1396.0,88.76,5.0,3.25
Hyundai Xcent 1.2 Kappa S Option,Delhi,2014,10,52000,Petrol,Manual,First,19.1,1197.0,81.86,5.0,3.75
Toyota Innova 2.5 VX (Diesel) 7 Seater,Mumbai,2015,9,45000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,13.25
Tata Tiago 1.2 Revotron XZ,Hyderabad,2017,7,22000,Petrol,Manual,First,23.84,1199.0,84.0,5.0,4.8
Renault KWID RXL,Kochi,2019,5,7858,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.8
Toyota Innova 2.5 V Diesel 7-seater,Pune,2011,13,112000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,8.5
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,2016,8,41082,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,38.76
Honda City 1.5 S AT,Ahmedabad,2009,15,72000,Petrol,Automatic,First,16.8,1497.0,116.4,5.0,3.2
Hyundai i10 Sportz 1.2,Hyderabad,2011,13,84912,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.5
Hyundai Creta 1.6 CRDi SX Option,Pune,2015,9,70000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.25
Honda Amaze VX Petrol,Mumbai,2014,10,21000,Petrol,Manual,First,19.5,1199.0,86.76,5.0,4.75
Volkswagen Polo 1.2 MPI Trendline,Delhi,2016,8,27000,Petrol,Manual,First,18.78,999.0,74.0,5.0,4.5
Hyundai i10 Magna 1.2,Kolkata,2012,12,29000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.35
Renault Pulse RxL,Hyderabad,2014,10,48425,Diesel,Manual,First,23.08,1461.0,63.12,5.0,3.4
Volkswagen Vento 1.5 TDI Highline AT,Pune,2016,8,19000,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,10.0
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,Hyderabad,2012,12,210000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,9.0
Toyota Corolla Altis G,Delhi,2013,11,64000,Petrol,Manual,Second,14.53,1798.0,138.1,5.0,5.2
Hyundai Verna CRDi,Chennai,2006,18,200000,Diesel,Manual,Second,16.8,1493.0,110.0,5.0,1.85
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Chennai,2013,11,100000,Diesel,Automatic,Second,11.3,2987.0,254.8,7.0,38.0
Renault Duster 85PS Diesel RxL Optional,Kochi,2013,11,69140,Diesel,Manual,First,20.46,1461.0,83.8,5.0,5.11
Skoda Rapid 1.6 MPI Ambition,Coimbatore,2019,5,21214,Petrol,Manual,First,15.41,1598.0,103.52,5.0,9.66
Hyundai i10 Sportz 1.2,Kolkata,2015,9,28000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.4
Mahindra KUV 100 mFALCON G80 K8,Kochi,2017,7,29085,Petrol,Manual,First,18.15,1198.0,82.0,6.0,5.84
Maruti Celerio VXI AMT,Kolkata,2016,8,30000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.8
Maruti A-Star AT VXI,Mumbai,2012,12,32910,Petrol,Automatic,First,16.98,998.0,66.1,5.0,2.5
Honda City i DTEC VX,Kolkata,2015,9,30000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,6.95
Skoda Superb 1.8 TSI,Pune,2010,14,35102,Petrol,Automatic,First,12.6,1798.0,161.6,5.0,5.5
Hyundai Grand i10 Sportz,Coimbatore,2017,7,22831,Petrol,Manual,First,18.9,1197.0,82.0,5.0,6.19
Renault Duster 85PS Diesel RxL,Hyderabad,2013,11,74911,Diesel,Manual,First,20.45,1461.0,83.8,5.0,6.0
Hyundai Grand i10 Magna,Pune,2015,9,21000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.75
Ford EcoSport 1.5 TDCi Titanium,Kochi,2018,6,37160,Diesel,Manual,First,22.77,1498.0,98.59,5.0,9.46
Nissan Sunny 2011-2014 XL,Jaipur,2011,13,41000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,3.0
Ford Figo Aspire 1.5 TDCi Titanium,Chennai,2016,8,37294,Diesel,Manual,First,25.83,1498.0,99.0,5.0,5.75
Honda Civic 2006-2010 1.8 V MT,Coimbatore,2009,15,56927,Petrol,Manual,First,13.5,1799.0,130.0,5.0,4.41
Renault KWID RXT Optional,Kochi,2017,7,21954,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.7
Honda Brio EX MT,Kolkata,2014,10,50000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,2.5
Maruti Swift ZXI ABS,Coimbatore,2012,12,78212,Petrol,Manual,First,16.1,1298.0,88.2,5.0,5.35
Hyundai i20 Magna Optional 1.4 CRDi,Delhi,2013,11,64500,Diesel,Manual,First,21.9,1396.0,88.8,5.0,3.65
Skoda Superb Elegance 2.0 TDI CR AT,Delhi,2014,10,51000,Diesel,Automatic,First,17.2,1968.0,138.03,5.0,13.0
Maruti Wagon R LXI BSII,Delhi,2012,12,52000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.45
Volkswagen Vento 1.5 TDI Highline AT,Mumbai,2015,9,120000,Diesel,Automatic,First,21.21,1498.0,103.2,5.0,5.75
Honda City i DTEC S,Coimbatore,2017,7,65792,Diesel,Manual,First,26.0,1498.0,98.6,5.0,8.11
Hyundai i20 1.4 Sportz,Ahmedabad,2018,6,30000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,7.75
Nissan Micra XV CVT,Coimbatore,2017,7,54387,Petrol,Automatic,First,19.15,1198.0,75.94,5.0,5.85
Renault KWID RXT Optional,Mumbai,2018,6,1617,Petrol,Manual,First,25.17,799.0,53.3,5.0,4.29
Honda City i-DTEC SV,Hyderabad,2015,9,82000,Diesel,Manual,First,25.6,1498.0,98.6,5.0,8.0
Toyota Innova Crysta 2.4 G MT 8S,Mumbai,2017,7,20000,Diesel,Manual,First,13.68,2393.0,147.8,8.0,16.5
Maruti Baleno Alpha 1.3,Jaipur,2015,9,98000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,5.5
Ford EcoSport 1.5 TDCi Trend,Delhi,2015,9,57000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,6.35
Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2013,11,250000,Diesel,Manual,Second,12.99,2494.0,100.6,8.0,7.9
Ford Ecosport 1.5 DV5 MT Ambiente,Hyderabad,2014,10,56549,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.2
Volkswagen Polo Diesel Comfortline 1.2L,Bangalore,2012,12,78500,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.65
Hyundai i20 Sportz 1.4 CRDi,Kochi,2016,8,55036,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.35
Renault Duster 85PS Diesel RxL Explore,Pune,2016,8,55000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,7.8
Ford Ikon 1.3 Flair,Chennai,2007,17,90000,Petrol,Manual,Second,13.8,1299.0,70.0,5.0,1.4
Ford Endeavour XLT TDCi 4X2,Chennai,2007,17,155000,Diesel,Manual,First,13.1,2499.0,141.0,7.0,5.5
Maruti Baleno Delta 1.3,Hyderabad,2018,6,17810,Diesel,Manual,First,27.39,1248.0,74.0,5.0,8.5
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Kochi,2011,13,42408,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,10.48
Maruti Esteem Vxi - BSIII,Ahmedabad,2005,19,81000,Petrol,Manual,Second,15.9,1298.0,85.0,5.0,0.75
Tata Indigo XL Grand Petrol,Pune,2008,16,52000,Petrol,Manual,Second,12.85,1396.0,99.6,5.0,1.3
BMW 5 Series 525d Sedan,Mumbai,2013,11,35000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,21.0
Hyundai Santro Xing GL Plus,Delhi,2013,11,60000,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.3
Skoda Octavia 2.0 TDI AT Style Plus,Mumbai,2015,9,27000,Diesel,Automatic,First,19.5,1968.0,141.0,5.0,14.95
Audi A6 2011-2015 35 TDI Technology,Coimbatore,2017,7,55975,Diesel,Automatic,Second,17.68,1968.0,174.33,5.0,35.92
Ford Figo 1.5D Trend MT,Pune,2016,8,115000,Diesel,Manual,First,25.83,1498.0,99.0,5.0,4.5
Mahindra Xylo D4 BS III,Hyderabad,2016,8,132000,Diesel,Manual,First,14.95,2489.0,93.7,7.0,5.5
Maruti Celerio ZXI AT,Mumbai,2015,9,40337,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.45
Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,2008,16,192000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,6.85
Hyundai Grand i10 CRDi Asta,Bangalore,2016,8,50000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.5
Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2016,8,28147,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.07
Hyundai Grand i10 Sportz,Mumbai,2015,9,20000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.85
Hyundai Elite i20 Petrol Asta,Chennai,2016,8,11000,Petrol,Manual,First,18.6,1197.0,81.86,5.0,7.95
Maruti Zen Estilo LXI BSIII,Jaipur,2009,15,63000,Petrol,Manual,Second,18.2,998.0,67.1,5.0,1.25
Maruti Alto K10 2010-2014 VXI,Kochi,2014,10,36967,Petrol,Manual,First,20.92,998.0,67.1,5.0,3.64
Toyota Fortuner 4x2 Manual,Jaipur,2016,8,73053,Diesel,Manual,First,13.0,2982.0,168.5,7.0,20.0
Mahindra Thar CRDe AC,Coimbatore,2019,5,16392,Diesel,Manual,First,16.55,2498.0,105.0,6.0,10.36
Hyundai Santro Xing XO,Chennai,2007,17,79000,Petrol,Manual,First,17.0,1086.0,null,5.0,1.85
Toyota Etios G,Jaipur,2013,11,67000,Petrol,Manual,Second,16.78,1496.0,88.73,5.0,4.05
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Mumbai,2015,9,48600,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,48.5
Renault Duster 110PS Diesel RxZ,Bangalore,2014,10,70000,Diesel,Manual,First,19.6,1461.0,108.45,5.0,8.25
Maruti Swift VDI,Pune,2014,10,84000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5.25
Volkswagen Vento Magnific 1.6 Comfortline,Mumbai,2013,11,49106,Petrol,Manual,First,15.04,1598.0,103.2,5.0,4.4
Skoda Superb L&K 2.0 TDI AT,Mumbai,2017,7,35000,Diesel,Automatic,First,18.19,1968.0,174.5,5.0,25.75
BMW 3 Series 330d Convertible,Kochi,2014,10,51240,Diesel,Automatic,First,8.2,2993.0,245.0,4.0,29.52
Maruti Wagon R VXI BS IV,Kolkata,2011,13,37000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,2.1
Renault KWID RXT,Kochi,2017,7,32587,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.71
Ford Endeavour 4x2 XLT Limited Edition,Pune,2009,15,180000,Diesel,Manual,First,10.9,2499.0,143.0,7.0,7.5
Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,7,21248,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.44
Hyundai Santro Xing XO eRLX Euro II,Pune,2006,18,47200,Petrol,Manual,Second,17.0,1086.0,null,5.0,1.2
Mercedes-Benz E-Class 200 Kompressor Elegance,Delhi,2014,10,40000,Petrol,Automatic,First,10.5,1796.0,157.7,5.0,24.0
Mercedes-Benz C-Class Progressive C 220d,Ahmedabad,2019,5,4000,Diesel,Automatic,First,0.0,1950.0,194.0,5.0,35.0
Maruti Ertiga VXI CNG,Mumbai,2017,7,23700,CNG,Manual,First,22.58,1373.0,80.46,7.0,8.25
Audi A4 2.0 TDI Celebration Edition,Delhi,2011,13,57000,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,9.75
Hyundai Grand i10 Asta,Kolkata,2014,10,37000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.45
Mitsubishi Pajero Sport 4X4,Jaipur,2014,10,70000,Diesel,Manual,Second,13.5,2477.0,175.56,7.0,11.85
Mercedes-Benz New C-Class C 250 CDI Avantgarde,Coimbatore,2012,12,92469,Diesel,Automatic,Second,19.71,2143.0,201.15,5.0,16.14
Maruti Wagon R LXI CNG,Pune,2015,9,55000,CNG,Manual,First,34.32,998.0,58.16,5.0,3.7
Maruti Alto K10 VXI AGS,Ahmedabad,2017,7,20000,Petrol,Automatic,First,24.07,998.0,67.1,5.0,4.0
Hyundai i20 Sportz 1.2,Delhi,2015,9,42000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,5.8
Maruti Swift Dzire VDI,Kolkata,2014,10,28000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.65
Mercedes-Benz R-Class R350 4Matic Long,Pune,2010,14,93000,Petrol,Automatic,Second,11.8,3498.0,272.0,7.0,15.0
Ford EcoSport 1.5 Ti VCT AT Titanium,Mumbai,2015,9,23000,Petrol,Automatic,First,15.63,1499.0,110.4,5.0,6.8
Honda City i DTEC VX Option,Bangalore,2016,8,36000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,10.25
Maruti Alto K10 2010-2014 VXI,Chennai,2014,10,52000,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.7
Maruti Ertiga ZDI,Hyderabad,2015,9,59245,Diesel,Manual,First,20.77,1248.0,88.8,7.0,8.5
Hyundai i20 Diesel Asta Option,Pune,2018,6,31000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,7.75
Tata Indigo CS eGLX BS IV,Pune,2015,9,83000,Petrol,Manual,First,15.64,1193.0,64.08,5.0,2.7
Maruti Alto Std,Hyderabad,2004,20,81500,Petrol,Manual,Second,19.7,796.0,46.3,5.0,1.3
Maruti Estilo LXI,Chennai,2008,16,51000,Petrol,Manual,Second,19.5,1061.0,null,,1.75
Hyundai Creta 1.6 SX,Hyderabad,2018,6,9900,Petrol,Manual,First,15.8,1591.0,121.3,5.0,13.2
Maruti Wagon R LX,Pune,2004,20,94000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1.0
Toyota Etios V,Kochi,2017,7,27100,Petrol,Manual,First,16.78,1496.0,88.73,5.0,6.37
Toyota Etios V,Kolkata,2015,9,12000,Petrol,Manual,First,16.78,1496.0,88.73,5.0,4.5
Renault Duster 110PS Diesel RXZ Optional with Nav,Mumbai,2013,11,29000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.5
Maruti Swift Dzire Vdi BSIV,Mumbai,2013,11,65000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,4.99
Mercedes-Benz GLC 220,Coimbatore,2017,7,50794,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,43.3
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,10,59000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.5
Maruti Wagon R LXI CNG,Mumbai,2012,12,72000,CNG,Manual,First,33.81,998.0,58.2,5.0,2.25
Maruti Ciaz 1.4 AT Alpha,Hyderabad,2017,7,15234,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,9.95
Ford Ecosport 1.5 DV5 MT Titanium,Mumbai,2015,9,44000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.35
Tata Zest Quadrajet 1.3 75PS XE,Hyderabad,2016,8,125000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,4.6
Ford Endeavour 3.0L 4X4 AT,Chennai,2011,13,100000,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,8.5
Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,7,34686,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,11.86
Nissan X-Trail SLX MT,Pune,2011,13,98000,Diesel,Manual,First,14.42,1995.0,147.6,5.0,8.0
Toyota Fortuner 4x4 AT,Delhi,2015,9,90000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,21.5
Chevrolet Aveo U-VA 1.2 LS,Pune,2007,17,81000,Petrol,Manual,First,15.26,1150.0,74.9,5.0,1.3
Skoda Rapid 1.6 TDI Ambition,Chennai,2012,12,55000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,5.9
Mahindra XUV500 W8 4WD,Bangalore,2013,11,52910,Diesel,Manual,Second,15.1,2179.0,140.0,7.0,9.5
Maruti Swift Dzire ZDi,Chennai,2010,14,100000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,4.5
Skoda Octavia Elegance 1.9 TDI,Hyderabad,2003,21,132000,Diesel,Manual,First,18.7,1896.0,66.0,5.0,2.25
Chevrolet Enjoy Petrol LS 7 Seater,Mumbai,2014,10,18000,Petrol,Manual,First,13.7,1399.0,98.82,7.0,3.35
Hyundai Accent GLE,Kolkata,2005,19,50000,Petrol,Manual,First,13.2,1495.0,94.0,5.0,0.7
Mercedes-Benz New C-Class C 200 CGI,Bangalore,2012,12,33000,Petrol,Automatic,First,14.74,1991.0,184.0,5.0,16.0
Renault Duster 85PS Diesel RxE,Pune,2014,10,30000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,8.0
Jaguar F Type 5.0 V8 S,Hyderabad,2015,9,8000,Petrol,Automatic,First,12.5,5000.0,488.1,2.0,100.0
Hyundai Verna 1.6 SX,Kochi,2012,12,58646,Diesel,Manual,First,22.32,1582.0,126.32,5.0,4.74
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Mumbai,2016,8,21000,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,36.0
Volkswagen Vento Petrol Highline,Kochi,2015,9,57026,Petrol,Manual,First,15.04,1598.0,103.6,5.0,5.54
Skoda Superb Style 2.0 TDI AT,Mumbai,2017,7,42000,Diesel,Automatic,First,18.19,1968.0,174.5,5.0,22.99
Mahindra Scorpio 1.99 S4 Plus,Kochi,2017,7,26741,Diesel,Manual,First,15.4,1997.0,120.0,7.0,10.08
Skoda Laura Classic 1.8 TSI,Pune,2010,14,85000,Petrol,Manual,First,17.5,1798.0,null,5.0,2.85
Maruti 800 DX BSII,Pune,2000,24,78000,Petrol,Manual,First,16.1,796.0,37.0,4.0,0.55
Audi Q5 3.0 TDI Quattro Technology,Coimbatore,2018,6,29091,Diesel,Automatic,First,13.22,2967.0,241.4,5.0,45.52
Mahindra NuvoSport N6,Coimbatore,2018,6,37323,Diesel,Manual,Second,17.45,1493.0,100.0,7.0,7.29
Volkswagen Vento Diesel Highline,Chennai,2011,13,55595,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,4.3
Maruti Swift Dzire VXI Optional,Chennai,2015,9,49900,Petrol,Manual,First,20.85,1197.0,83.14,5.0,4.8
Maruti Ertiga VXI,Mumbai,2012,12,52500,Petrol,Manual,Second,16.02,1373.0,93.7,7.0,5.25
Maruti Alto 800 2016-2019 LXI,Chennai,2016,8,5700,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.8
Hyundai i20 Magna 1.4 CRDi (Diesel),Kochi,2014,10,53340,Diesel,Manual,First,21.9,1396.0,88.76,5.0,4.35
Ford Ecosport 1.5 DV5 MT Titanium,Kolkata,2014,10,57000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.49
Maruti Alto K10 LXI CNG,Pune,2015,9,59525,CNG,Manual,Second,41.63,998.0,58.2,4.0,3.1
Volkswagen Vento 1.5 TDI Highline,Bangalore,2014,10,58000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,6.5
Mahindra Scorpio VLX 2WD Airbag BSIII,Bangalore,2011,13,73000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,6.4
Ford Figo Aspire 1.5 TDCi Titanium Plus,Kochi,2016,8,33554,Diesel,Manual,First,25.83,1498.0,99.0,5.0,6.22
Toyota Innova 2.5 G (Diesel) 8 Seater,Mumbai,2012,12,106000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,8.4
Maruti Dzire LDI,Pune,2018,6,27000,Diesel,Manual,First,28.4,1248.0,73.75,5.0,5.9
Renault KWID RXL,Pune,2018,6,1000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.4
Ford Endeavour 2.5L 4X2 MT,Jaipur,2011,13,119000,Diesel,Manual,Third,13.1,2499.0,141.0,7.0,6.5
Mahindra Jeep MM 540 DP,Chennai,2002,22,75000,Diesel,Manual,First,0.0,2112.0,null,6.0,1.7
Ford EcoSport 1.0 Ecoboost Titanium Plus,Delhi,2015,9,64000,Petrol,Manual,First,18.88,999.0,123.24,5.0,6.0
Hyundai Creta 1.6 CRDi SX,Hyderabad,2016,8,63738,Diesel,Manual,First,19.67,1582.0,126.2,5.0,11.9
BMW 5 Series 2013-2017 530d M Sport,Bangalore,2016,8,16000,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,48.0
Maruti Ertiga VXI AT Petrol,Mumbai,2017,7,28000,Petrol,Automatic,First,18.69,1462.0,103.0,7.0,8.0
Skoda Laura L and K AT,Hyderabad,2007,17,91000,Diesel,Automatic,Second,15.6,1896.0,106.0,5.0,2.45
Chevrolet Beat LS,Kolkata,2013,11,25000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,1.75
Audi Q3 2.0 TDI,Bangalore,2014,10,65630,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,21.75
Honda City 1.5 V MT,Pune,2014,10,48094,Petrol,Manual,First,17.0,1497.0,118.0,5.0,7.25
Maruti Swift Lxi BSIII,Pune,2009,15,90456,Petrol,Manual,Second,16.1,1298.0,88.2,5.0,3.0
Ford Figo Diesel EXI,Jaipur,2012,12,140000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.51
Toyota Fortuner 4x4 AT,Chennai,2015,9,95000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,19.6
Mercedes-Benz New C-Class 200 CDI Classic,Pune,2013,11,79000,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,15.5
Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,2012,12,96000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,11.5
Honda City 1.5 EXI,Coimbatore,2004,20,186679,Petrol,Manual,Second,13.0,1493.0,100.0,5.0,1.76
Honda Amaze S i-Dtech,Jaipur,2015,9,91000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.68
Toyota Corolla Altis 1.8 G CVT,Delhi,2010,14,109703,Petrol,Automatic,Second,14.28,1798.0,138.03,5.0,4.0
Tata Indica Vista Quadrajet VX,Hyderabad,2012,12,110000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,2.8
Mahindra XUV500 W8 2WD,Mumbai,2012,12,35000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,8.25
Maruti Ritz VDi,Kolkata,2010,14,47722,Diesel,Manual,First,21.1,1248.0,73.9,5.0,1.7
Mercedes-Benz New C-Class C 200 AVANTGARDE,Mumbai,2013,11,25000,Petrol,Automatic,First,14.74,1991.0,181.04,5.0,14.85
Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,2018,6,8000,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,12.85
Mercedes-Benz New C-Class C 250 CDI Elegance,Hyderabad,2012,12,65000,Diesel,Automatic,First,14.94,2143.0,204.0,5.0,16.0
Maruti Wagon R VXI BS IV,Hyderabad,2018,6,1048,Petrol,Manual,First,18.9,998.0,67.1,5.0,4.7
Maruti Ertiga VXI,Bangalore,2014,10,42000,Petrol,Manual,Second,16.02,1373.0,93.7,7.0,5.94
